OrderID,Order Year,Order Quarter,Order Month,Order Day,Customer Name,Customer Country,Customer City,ProductName,Product CategoryName,Quantity,UnitPrice in USD,Unit Discount in %,UnitCost in USD,Shipper Name,Freight Cost (Paid by Customer)
10620,2016,Qtr 3,September,29,Millenium,Canada,Vancouver,Samba Soccer Socks,Men's Clothes,5,4.41,0,3.9,World Wide Transports,642.43
10620,2016,Qtr 3,September,29,Millenium,Canada,Vancouver,Winter Boots,Women's Footwear,5,83.08,0,70.81,World Wide Transports,642.43
10621,2017,Qtr 1,March,1,Eintrach GS,Germany,Berlin,Atles Lussekofta,Men's Clothes,15,32.47,0,26.49,SafeAndFast,1883.1
10621,2017,Qtr 1,March,1,Eintrach GS,Germany,Berlin,DSW Sandals,Women's Footwear,10,9.64,0,7.43,SafeAndFast,1883.1
10621,2017,Qtr 1,March,1,Eintrach GS,Germany,Berlin,Squash Shorts,Sportswear,5,9.89,0,7.4,SafeAndFast,1883.1
10621,2017,Qtr 1,March,1,Eintrach GS,Germany,Berlin,US-Master Jeans,Men's Clothes,20,27.34,0,24.98,SafeAndFast,1883.1
10622,2017,Qtr 1,March,2,Don Balón,Mexico,México D.F.,Cap,Sportswear,18,12.93,0.200000003,9.67,World Wide Transports,1192.26
10622,2017,Qtr 1,March,2,Don Balón,Mexico,México D.F.,Mr2 Trousers,Men's Clothes,20,17.76,0,16.17,World Wide Transports,1192.26
10623,2017,Qtr 1,January,31,Halle Köln,Germany,München,Basket Shoes,Sportswear,25,10.05,0.100000001,8.78,SafeAndFast,784.9
10623,2017,Qtr 1,January,31,Halle Köln,Germany,München,Kool Sunglasses,Children's Clothes,21,24.21,0,20.36,SafeAndFast,784.9
10623,2017,Qtr 1,January,31,Halle Köln,Germany,München,LA. Shorts,Swimwear,30,6.13,0.100000001,5.17,SafeAndFast,784.9
10623,2017,Qtr 1,January,31,Halle Köln,Germany,München,Samba Soccer Socks,Men's Clothes,3,4.37,0,3.9,SafeAndFast,784.9
10623,2017,Qtr 1,January,31,Halle Köln,Germany,München,Squash Shorts,Sportswear,15,9.35,0.100000001,7.4,SafeAndFast,784.9
10624,2017,Qtr 3,July,3,Th Fashing,UK,London,Davenport Shoes,Men's Footwear,6,120.95,0,100.74,SafeAndFast,2195.07
10624,2017,Qtr 3,July,3,Th Fashing,UK,London,Okkaba Skin Jackets,Women's Clothes,10,82.54,0,67.17,SafeAndFast,2195.07
10624,2017,Qtr 3,July,3,Th Fashing,UK,London,RDL Suit,Children's Clothes,10,44.86,0,36.81,SafeAndFast,2195.07
10625,2017,Qtr 3,July,4,La Tienda de la Esquina,Mexico,México D.F.,Game Over T-Shirt,Sportswear,10,4.87,0,4.44,SafeAndFast,167.16
10625,2017,Qtr 3,July,4,La Tienda de la Esquina,Mexico,México D.F.,Kool Sunglasses,Children's Clothes,3,24.25,0,20.36,SafeAndFast,167.16
10625,2017,Qtr 3,July,4,La Tienda de la Esquina,Mexico,México D.F.,Walking Shoes,Women's Footwear,5,14.92,0,10.95,SafeAndFast,167.16
10626,2017,Qtr 1,March,7,Urras Shop,Sweden,Luleå,Atles Lussekofta,Men's Clothes,20,33.16,0,26.49,SafeAndFast,811.68
10626,2017,Qtr 1,March,7,Urras Shop,Sweden,Luleå,Game Over T-Shirt,Sportswear,20,4.95,0,4.44,SafeAndFast,811.68
10626,2017,Qtr 1,March,7,Urras Shop,Sweden,Luleå,Jack Flash Dress,Women's Clothes,12,63.44,0,52.38,SafeAndFast,811.68
10627,2017,Qtr 1,March,7,Eintrach GS,Germany,Berlin,Lace Shoes,Sportswear,15,30.72,0,25.39,SafeAndFast,1883.1
10627,2017,Qtr 1,March,7,Eintrach GS,Germany,Berlin,Mehmet-Napp,Baby Clothes,35,1.18,0.150000006,0.89,SafeAndFast,1883.1
10628,2016,Qtr 4,December,6,Menàge à Trois,France,Strasbourg,Lenin Jeansshorts,Men's Clothes,25,18.23,0,15.37,Quik Shipping,588.2
10629,2017,Qtr 1,March,8,Los Trajes de Matador,Spain,Sevilla,Davenport Shoes,Men's Footwear,20,119.49,0,100.74,Quik Shipping,459.32
10629,2017,Qtr 1,March,8,Los Trajes de Matador,Spain,Sevilla,WFS Shoes,Women's Footwear,9,30.45,0,29.25,Quik Shipping,459.32
10630,2017,Qtr 2,April,9,Noch Einmal GMBH,Germany,Brandenburg,Borat Mankini Swimsuit,Men's Clothes,35,402.23,0,304.7,SafeAndFast,671.27
10630,2017,Qtr 2,April,9,Noch Einmal GMBH,Germany,Brandenburg,Feiss Fleece Trousers,Sportswear,12,35.28,0.050000001,33.18,SafeAndFast,671.27
10631,2017,Qtr 1,March,10,Warp AG,Germany,Frankfurt a.M.,Bow tie,Men's Clothes,8,7.03,0.100000001,6.61,SafeAndFast,1460.44
10632,2017,Qtr 1,March,10,Autokleider,Germany,Stuttgart,Casual Boots,Sportswear,20,24.88,0.050000001,20.2,SafeAndFast,216.81
10632,2017,Qtr 1,March,10,Autokleider,Germany,Stuttgart,Mr2 Trousers,Men's Clothes,30,19.27,0.050000001,16.17,SafeAndFast,216.81
10633,2016,Qtr 4,November,9,Champes,France,Lille,Aino Shoes,Baby Clothes,13,24.16,0.150000006,21.11,Quik Shipping,1406.79
10633,2016,Qtr 4,November,9,Champes,France,Lille,Bike Helmet,Sportswear,35,31.91,0.150000006,26.13,Quik Shipping,1406.79
10633,2016,Qtr 4,November,9,Champes,France,Lille,Lace Shoes,Sportswear,80,29,0.150000006,25.39,Quik Shipping,1406.79
10633,2016,Qtr 4,November,9,Champes,France,Lille,Tank Swimsuit,Swimwear,36,9.74,0.150000006,7.92,Quik Shipping,1406.79
10634,2017,Qtr 1,March,11,Champes,France,Lille,Bow tie,Men's Clothes,2,7.54,0,6.61,Quik Shipping,1406.79
10634,2017,Qtr 1,March,11,Champes,France,Lille,Deuce Shirt,Baby Clothes,50,27.63,0,22.09,Quik Shipping,1406.79
10634,2017,Qtr 1,March,11,Champes,France,Lille,Runner Shoes,Children's Clothes,35,36.87,0,33.11,Quik Shipping,1406.79
10634,2017,Qtr 1,March,11,Champes,France,Lille,Summit Hiking Boots,Men's Footwear,15,100.99,0,82.74,Quik Shipping,1406.79
10635,2017,Qtr 1,January,12,La Moda d'il Futuri,Italy,Bergamo,O-Man Underwear,Men's Clothes,15,5.79,0.100000001,4.72,Quik Shipping,451.24
10635,2017,Qtr 1,January,12,La Moda d'il Futuri,Italy,Bergamo,Ravellis Träskor,Women's Footwear,40,3.23,0,2.65,Quik Shipping,451.24
10635,2017,Qtr 1,January,12,La Moda d'il Futuri,Italy,Bergamo,Rossi Shorts,Women's Clothes,10,23.91,0.100000001,19.34,Quik Shipping,451.24
10636,2017,Qtr 1,March,15,Boombastic,Germany,Münster,Onesy Dress,Baby Clothes,6,47.63,0,37.17,SafeAndFast,1204.8
10636,2017,Qtr 1,March,15,Boombastic,Germany,Münster,Rossi Shorts,Women's Clothes,25,20.63,0,19.34,SafeAndFast,1204.8
10637,2017,Qtr 1,March,15,Roba di Piel,Brazil,São Paulo,Desperado Jeans,Men's Clothes,10,26.77,0,21.1,SafeAndFast,628.32
10637,2017,Qtr 1,March,15,Roba di Piel,Brazil,São Paulo,Finnish Swimsuit,Swimwear,25,15.85,0.050000001,13.57,SafeAndFast,628.32
10637,2017,Qtr 1,March,15,Roba di Piel,Brazil,São Paulo,Slip-on Shoes,Women's Footwear,60,36.74,0.050000001,34.17,SafeAndFast,628.32
10638,2017,Qtr 1,March,16,El Pirata,Venezuela,I. de Margarita,Danske Treshoe,Men's Footwear,20,8.86,0,8.44,SafeAndFast,632.46
10638,2017,Qtr 1,March,16,El Pirata,Venezuela,I. de Margarita,Oyaki Kimono,Women's Clothes,60,10.77,0,8.96,SafeAndFast,632.46
10638,2017,Qtr 1,March,16,El Pirata,Venezuela,I. de Margarita,Stretch Pants,Women's Clothes,21,10.14,0,8.68,SafeAndFast,632.46
10639,2017,Qtr 1,March,16,Alles Lusekofter,Norway,Stavern,Deuce Shirt,Baby Clothes,8,24.17,0,22.09,SafeAndFast,73.3
10640,2017,Qtr 1,March,17,Autokleider,Germany,Stuttgart,Tube Socks,Sportswear,20,1.84,0.25,1.65,SafeAndFast,216.81
10640,2017,Qtr 1,March,17,Autokleider,Germany,Stuttgart,US-Master Jeans,Men's Clothes,15,27.52,0.25,24.98,SafeAndFast,216.81
10641,2017,Qtr 1,March,18,El Zapato Rojo,Venezuela,San Cristóbal,Duck Trousers,Baby Clothes,60,19.79,0,16.34,SafeAndFast,966.71
10641,2017,Qtr 1,March,18,El Zapato Rojo,Venezuela,San Cristóbal,Mr2 Trousers,Men's Clothes,50,18.58,0,16.17,SafeAndFast,966.71
10642,2017,Qtr 1,March,18,Rode & Vite,Denmark,København,AAA Running Shoe,Sportswear,20,26.83,0.200000003,22.24,SafeAndFast,1426.24
10642,2017,Qtr 1,March,18,Rode & Vite,Denmark,København,Basket Shoes,Sportswear,30,10.59,0.200000003,8.78,SafeAndFast,1426.24
10643,2017,Qtr 2,June,21,Eintrach GS,Germany,Berlin,RDL Suit,Children's Clothes,15,46.56,0.25,36.81,SafeAndFast,1883.1
10643,2017,Qtr 2,June,21,Eintrach GS,Germany,Berlin,Rodbye Troje,Baby Clothes,2,11.15,0.25,9.07,SafeAndFast,1883.1
10643,2017,Qtr 2,June,21,Eintrach GS,Germany,Berlin,Terence Top,Women's Clothes,21,56.32,0.25,48.17,SafeAndFast,1883.1
10644,2017,Qtr 1,March,21,The Corner Store,USA,Eugene,Deuce Shirt,Baby Clothes,4,25.96,0.100000001,22.09,World Wide Transports,1998.15
10644,2017,Qtr 1,March,21,The Corner Store,USA,Eugene,Rodbye Troje,Baby Clothes,21,13,0.100000001,9.07,World Wide Transports,1998.15
10644,2017,Qtr 1,March,21,The Corner Store,USA,Eugene,Summer Shorts,Swimwear,20,13.1,0,10.48,World Wide Transports,1998.15
10645,2017,Qtr 1,March,22,El Carnevale,Brazil,Rio de Janeiro,Deuce Shirt,Baby Clothes,20,26.26,0,22.09,SafeAndFast,825.07
10645,2017,Qtr 1,March,22,El Carnevale,Brazil,Rio de Janeiro,Mehmet-Tröja,Baby Clothes,15,7.93,0,6.45,SafeAndFast,825.07
10646,2017,Qtr 2,May,23,Boleros,Ireland,Cork,Atles Lussekofta,Men's Clothes,30,30,0.25,26.49,SafeAndFast,2544.25
10646,2017,Qtr 2,May,23,Boleros,Ireland,Cork,Lenin Jeansshorts,Men's Clothes,15,19.45,0.25,15.37,SafeAndFast,2544.25
10646,2017,Qtr 2,May,23,Boleros,Ireland,Cork,Sapporoo Gloves,Baby Clothes,18,6.35,0.25,6.2,SafeAndFast,2544.25
10646,2017,Qtr 2,May,23,Boleros,Ireland,Cork,Wrap Skirt,Women's Clothes,35,13.17,0.25,10.95,SafeAndFast,2544.25
10647,2017,Qtr 1,March,23,Copacabana,Brazil,Rio de Janeiro,Squash Shorts,Sportswear,30,9.04,0,7.4,SafeAndFast,308.94
10647,2017,Qtr 1,March,23,Copacabana,Brazil,Rio de Janeiro,Terence Top,Women's Clothes,20,63.2,0,48.17,SafeAndFast,308.94
10648,2016,Qtr 4,December,22,Extrawagens,Austria,Salzburg,Ravellis Träskor,Women's Footwear,15,3.51,0,2.65,Quik Shipping,1085.16
10648,2016,Qtr 4,December,22,Extrawagens,Austria,Salzburg,Samba Soccer Socks,Men's Clothes,15,4.85,0.150000006,3.9,Quik Shipping,1085.16
10649,2017,Qtr 1,March,24,De la Vita,Belgium,Bruxelles,Oyaki Kimono,Women's Clothes,15,12.19,0,8.96,Quik Shipping,207.6
10649,2017,Qtr 1,March,24,De la Vita,Belgium,Bruxelles,RDL Suit,Children's Clothes,20,47.43,0,36.81,Quik Shipping,207.6
10650,2017,Qtr 2,April,25,Cloe do Pau,Brazil,São Paulo,Baby Dark Lounge Suit,Baby Clothes,30,27.51,0,22.71,SafeAndFast,379.12
10650,2017,Qtr 2,April,25,Cloe do Pau,Brazil,São Paulo,Jack Flash Dress,Women's Clothes,25,62.3,0.050000001,52.38,SafeAndFast,379.12
10650,2017,Qtr 2,April,25,Cloe do Pau,Brazil,São Paulo,Patamonia Fleece Jacket,Sportswear,30,35.35,0,30.27,SafeAndFast,379.12
10651,2017,Qtr 1,March,28,Boleros,Ireland,Cork,Ravellis Träskor,Women's Footwear,20,3.55,0.25,2.65,SafeAndFast,2544.25
10651,2017,Qtr 1,March,28,Boleros,Ireland,Cork,Squash Shorts,Sportswear,12,9.15,0.25,7.4,SafeAndFast,2544.25
10652,2017,Qtr 3,July,28,Paintho da Gama,Brazil,Campinas,Baby Dark Lounge Suit,Baby Clothes,2,26.24,0.25,22.71,SafeAndFast,393.71
10652,2017,Qtr 3,July,28,Paintho da Gama,Brazil,Campinas,Walking Shoes,Women's Footwear,20,13.38,0,10.95,SafeAndFast,393.71
10653,2016,Qtr 4,December,27,Halle Köln,Germany,München,Game Over T-Shirt,Sportswear,20,4.95,0.100000001,4.44,SafeAndFast,784.9
10653,2016,Qtr 4,December,27,Halle Köln,Germany,München,Wimbledon T-Shirt,Sportswear,30,9.97,0.100000001,7.33,SafeAndFast,784.9
10654,2016,Qtr 4,October,27,Urras Shop,Sweden,Luleå,Patamonia Fleece Jacket,Sportswear,6,32.25,0.100000001,30.27,SafeAndFast,811.68
10654,2016,Qtr 4,October,27,Urras Shop,Sweden,Luleå,Rossi Shorts,Women's Clothes,12,22.47,0.100000001,19.34,SafeAndFast,811.68
10654,2016,Qtr 4,October,27,Urras Shop,Sweden,Luleå,Terence Top,Women's Clothes,20,63.54,0.100000001,48.17,SafeAndFast,811.68
10655,2017,Qtr 1,March,30,Champes,France,Lille,Duck Shirt,Baby Clothes,20,10.47,0.200000003,7.28,Quik Shipping,1406.79
10656,2017,Qtr 2,June,30,The Corner Store,USA,Eugene,Kool Sunglasses,Children's Clothes,3,25.13,0.100000001,20.36,World Wide Transports,1998.15
10656,2017,Qtr 2,June,30,The Corner Store,USA,Eugene,Lundenhagen Boots,Men's Footwear,6,23.73,0.100000001,22.12,World Wide Transports,1998.15
10656,2017,Qtr 2,June,30,The Corner Store,USA,Eugene,Okkaba Skin Jackets,Women's Clothes,28,68.02,0.100000001,67.17,World Wide Transports,1998.15
10657,2017,Qtr 1,March,31,The Corner Store,USA,Eugene,Duck Shirt,Baby Clothes,24,10.21,0,7.28,World Wide Transports,1998.15
10657,2017,Qtr 1,March,31,The Corner Store,USA,Eugene,Game Over T-Shirt,Sportswear,30,4.82,0,4.44,World Wide Transports,1998.15
10657,2017,Qtr 1,March,31,The Corner Store,USA,Eugene,Lundenhagen Boots,Men's Footwear,10,25.32,0,22.12,World Wide Transports,1998.15
10657,2017,Qtr 1,March,31,The Corner Store,USA,Eugene,Rodbye Troje,Baby Clothes,45,12.98,0,9.07,World Wide Transports,1998.15
10657,2017,Qtr 1,March,31,The Corner Store,USA,Eugene,Slip-on Shoes,Women's Footwear,45,40.21,0,34.17,World Wide Transports,1998.15
10657,2017,Qtr 1,March,31,The Corner Store,USA,Eugene,Sumi Underwear,Women's Clothes,50,6.27,0,4.98,World Wide Transports,1998.15
10658,2017,Qtr 3,July,1,Grunewald,Germany,Cunewalde,Basket Shoes,Sportswear,60,9.7,0,8.78,SafeAndFast,1774.84
10658,2017,Qtr 3,July,1,Grunewald,Germany,Cunewalde,Duck Trousers,Baby Clothes,70,19.9,0.050000001,16.34,SafeAndFast,1774.84
10658,2017,Qtr 3,July,1,Grunewald,Germany,Cunewalde,Game Over T-Shirt,Sportswear,55,4.6,0.050000001,4.44,SafeAndFast,1774.84
10658,2017,Qtr 3,July,1,Grunewald,Germany,Cunewalde,Wrap Skirt,Women's Clothes,70,12.76,0.050000001,10.95,SafeAndFast,1774.84
10659,2016,Qtr 4,November,29,Roba di Piel,Brazil,São Paulo,Duck Trousers,Baby Clothes,24,19.45,0.050000001,16.34,SafeAndFast,628.32
10659,2016,Qtr 4,November,29,Roba di Piel,Brazil,São Paulo,Rossi Bermuda Shorts,Men's Clothes,20,8.24,0.050000001,7.53,SafeAndFast,628.32
10659,2016,Qtr 4,November,29,Roba di Piel,Brazil,São Paulo,US-Master Jeans,Men's Clothes,40,26.16,0.050000001,24.98,SafeAndFast,628.32
10660,2017,Qtr 2,April,4,Th Fashing,UK,London,Tennis Suit,Sportswear,21,86.55,0,64.49,SafeAndFast,2195.07
10661,2017,Qtr 2,April,5,Boleros,Ireland,Cork,Onesy Dress,Baby Clothes,49,52.3,0.200000003,37.17,SafeAndFast,2544.25
10661,2017,Qtr 2,April,5,Boleros,Ireland,Cork,Terence Top,Women's Clothes,3,65.63,0.200000003,48.17,SafeAndFast,2544.25
10662,2017,Qtr 2,April,5,Too Hot 4U,USA,Portland,Cap,Sportswear,10,12.91,0,9.67,World Wide Transports,309.25
10663,2017,Qtr 3,July,6,Champes,France,Lille,Duck Trousers,Baby Clothes,30,19.34,0.050000001,16.34,Quik Shipping,1406.79
10663,2017,Qtr 3,July,6,Champes,France,Lille,Summit Hiking Boots,Men's Footwear,20,96.83,0.050000001,82.74,Quik Shipping,1406.79
10663,2017,Qtr 3,July,6,Champes,France,Lille,Walking Shoes,Women's Footwear,30,14.76,0.050000001,10.95,Quik Shipping,1406.79
10664,2017,Qtr 2,May,6,Boombastic,Germany,Münster,Sapporoo Gloves,Baby Clothes,24,6.85,0.150000006,6.2,SafeAndFast,1204.8
10664,2017,Qtr 2,May,6,Boombastic,Germany,Münster,Slip-on Shoes,Women's Footwear,12,41.56,0.150000006,34.17,SafeAndFast,1204.8
10664,2017,Qtr 2,May,6,Boombastic,Germany,Münster,Stretch Pants,Women's Clothes,15,9.95,0.150000006,8.68,SafeAndFast,1204.8
10665,2017,Qtr 2,April,7,Too Hot 4U,USA,Portland,Borat Mankini Swimsuit,Men's Clothes,10,361.05,0,304.7,World Wide Transports,309.25
10665,2017,Qtr 2,April,7,Too Hot 4U,USA,Portland,Rasta WCT,Sportswear,1,8.03,0,6.69,World Wide Transports,309.25
10665,2017,Qtr 2,April,7,Too Hot 4U,USA,Portland,Summit Hiking Boots,Men's Footwear,20,94.03,0,82.74,World Wide Transports,309.25
10666,2017,Qtr 2,April,8,Golden Design Group,Switzerland,Genève,Davenport Shoes,Men's Footwear,36,130.8,0,100.74,Quik Shipping,244.87
10666,2017,Qtr 2,April,8,Golden Design Group,Switzerland,Genève,Stretch Pants,Women's Clothes,10,11.04,0,8.68,Quik Shipping,244.87
10667,2017,Qtr 2,April,8,Ski Store,Austria,Graz,Atles Lussekofta,Men's Clothes,14,31.11,0.200000003,26.49,Quik Shipping,320.54
10667,2017,Qtr 2,April,8,Ski Store,Austria,Graz,Tube Socks,Sportswear,45,2.16,0.200000003,1.65,Quik Shipping,320.54
10668,2016,Qtr 4,October,9,Autokleider,Germany,Stuttgart,Feiss Fleece Trousers,Sportswear,4,41.2,0.100000001,33.18,SafeAndFast,216.81
10668,2016,Qtr 4,October,9,Autokleider,Germany,Stuttgart,Rossi Bermuda Shorts,Men's Clothes,8,8.17,0.100000001,7.53,SafeAndFast,216.81
10668,2016,Qtr 4,October,9,Autokleider,Germany,Stuttgart,WFS Shoes,Women's Footwear,15,36.17,0.100000001,29.25,SafeAndFast,216.81
10669,2017,Qtr 2,April,11,Rode & Vite,Denmark,København,Mehmet-Tröja,Baby Clothes,30,8.06,0,6.45,SafeAndFast,1426.24
10670,2017,Qtr 2,April,12,Halle Köln,Germany,München,Bow tie,Men's Clothes,25,7.38,0,6.61,SafeAndFast,784.9
10670,2017,Qtr 2,April,12,Halle Köln,Germany,München,DSW Sandals,Women's Footwear,32,8.59,0,7.43,SafeAndFast,784.9
10670,2017,Qtr 2,April,12,Halle Köln,Germany,München,Mehmet-Napp,Baby Clothes,50,1.13,0,0.89,SafeAndFast,784.9
10670,2017,Qtr 2,April,12,Halle Köln,Germany,München,Minnki Pälsii,Women's Clothes,25,58.73,0,46.1,SafeAndFast,784.9
10670,2017,Qtr 2,April,12,Halle Köln,Germany,München,Rodbye Troje,Baby Clothes,60,12.43,0,9.07,SafeAndFast,784.9
10671,2017,Qtr 1,January,11,Le Sais de Rión,France,Nantes,Lace Shoes,Sportswear,10,27.35,0,25.39,SafeAndFast,97.07
10671,2017,Qtr 1,January,11,Le Sais de Rión,France,Nantes,Stretch Pants,Women's Clothes,12,10.16,0,8.68,SafeAndFast,97.07
10671,2017,Qtr 1,January,11,Le Sais de Rión,France,Nantes,Wimbledon T-Shirt,Sportswear,10,10.1,0,7.33,SafeAndFast,97.07
10672,2017,Qtr 2,April,13,Urras Shop,Sweden,Luleå,Atles Lussekofta,Men's Clothes,12,32.47,0,26.49,SafeAndFast,811.68
10672,2017,Qtr 2,April,13,Urras Shop,Sweden,Luleå,Le Baby Dress,Women's Clothes,15,82.9,0.100000001,62.38,SafeAndFast,811.68
10673,2016,Qtr 4,December,12,Th Fashing,UK,London,Summer Shorts,Swimwear,6,12.39,0,10.48,SafeAndFast,2195.07
10673,2016,Qtr 4,December,12,Th Fashing,UK,London,Walking Shoes,Women's Footwear,6,13.53,0,10.95,SafeAndFast,2195.07
10673,2016,Qtr 4,December,12,Th Fashing,UK,London,Wimbledon T-Shirt,Sportswear,3,9.67,0,7.33,SafeAndFast,2195.07
10674,2017,Qtr 2,April,14,Grunewald,Germany,Cunewalde,DSW Sandals,Women's Footwear,5,9.71,0,7.43,SafeAndFast,1774.84
10675,2016,Qtr 4,December,13,Halle Köln,Germany,München,Jack Flash Dress,Women's Clothes,10,66.18,0,52.38,SafeAndFast,784.9
10675,2016,Qtr 4,December,13,Halle Köln,Germany,München,Kool Sunglasses,Children's Clothes,30,21.79,0,20.36,SafeAndFast,784.9
10675,2016,Qtr 4,December,13,Halle Köln,Germany,München,Onesy Dress,Baby Clothes,30,44.59,0,37.17,SafeAndFast,784.9
10676,2017,Qtr 2,June,18,Don Balón,Mexico,México D.F.,Okkaba Skin Jackets,Women's Clothes,21,74.56,0,67.17,World Wide Transports,1192.26
10676,2017,Qtr 2,June,18,Don Balón,Mexico,México D.F.,Sapporoo Gloves,Baby Clothes,2,6.48,0,6.2,World Wide Transports,1192.26
10676,2017,Qtr 2,June,18,Don Balón,Mexico,México D.F.,Squash Shorts,Sportswear,7,9.65,0,7.4,World Wide Transports,1192.26
10677,2017,Qtr 2,April,18,La Ropa Vieja,Mexico,México D.F.,Bike Helmet,Sportswear,30,33.58,0.150000006,26.13,SafeAndFast,328.43
10677,2017,Qtr 2,April,18,La Ropa Vieja,Mexico,México D.F.,Casual Boots,Sportswear,8,26.51,0.150000006,20.2,SafeAndFast,328.43
10678,2016,Qtr 3,August,20,Boleros,Ireland,Cork,Casual Boots,Sportswear,30,25.2,0,20.2,SafeAndFast,2544.25
10678,2016,Qtr 3,August,20,Boleros,Ireland,Cork,Duck Shirt,Baby Clothes,120,10.13,0,7.28,SafeAndFast,2544.25
10678,2016,Qtr 3,August,20,Boleros,Ireland,Cork,Patamonia Fleece Jacket,Sportswear,30,35.81,0,30.27,SafeAndFast,2544.25
10678,2016,Qtr 3,August,20,Boleros,Ireland,Cork,Tank Swimsuit,Swimwear,100,9.6,0,7.92,SafeAndFast,2544.25
10679,2017,Qtr 2,April,19,Menàge à Trois,France,Strasbourg,Rasta WCT,Sportswear,12,8.51,0,6.69,Quik Shipping,588.2
10680,2017,Qtr 1,January,18,Millenium,Canada,Vancouver,Rossi Bermuda Shorts,Men's Clothes,20,7.81,0.25,7.53,World Wide Transports,642.43
10680,2017,Qtr 1,January,18,Millenium,Canada,Vancouver,Walking Shoes,Women's Footwear,40,13.87,0.25,10.95,World Wide Transports,642.43
10680,2017,Qtr 1,January,18,Millenium,Canada,Vancouver,Wimbledon T-Shirt,Sportswear,50,8.53,0.25,7.33,World Wide Transports,642.43
10681,2016,Qtr 4,December,19,The Corner Store,USA,Eugene,Basket Shoes,Sportswear,12,9.27,0.100000001,8.78,World Wide Transports,1998.15
10681,2016,Qtr 4,December,19,The Corner Store,USA,Eugene,Squash Shorts,Sportswear,30,9.69,0.100000001,7.4,World Wide Transports,1998.15
10681,2016,Qtr 4,December,19,The Corner Store,USA,Eugene,WFS Shoes,Women's Footwear,28,32.12,0,29.25,World Wide Transports,1998.15
10682,2017,Qtr 2,April,21,La Ropa Vieja,Mexico,México D.F.,Bow tie,Men's Clothes,30,8.25,0,6.61,SafeAndFast,328.43
10682,2017,Qtr 2,April,21,La Ropa Vieja,Mexico,México D.F.,Casual Boots,Sportswear,30,25.47,0,20.2,SafeAndFast,328.43
10682,2017,Qtr 2,April,21,La Ropa Vieja,Mexico,México D.F.,Langoste Shirt,Women's Clothes,4,18.54,0,16.58,SafeAndFast,328.43
10683,2017,Qtr 2,April,22,Aujourd´hui,France,Nantes,Winter Boots,Women's Footwear,9,76.49,0,70.81,Quik Shipping,180.19
10684,2017,Qtr 2,April,22,Casual Clothing,Germany,Köln,Duck Trousers,Baby Clothes,20,18.24,0,16.34,SafeAndFast,549.79
10684,2017,Qtr 2,April,22,Casual Clothing,Germany,Köln,Game Over T-Shirt,Sportswear,30,5.49,0,4.44,SafeAndFast,549.79
10684,2017,Qtr 2,April,22,Casual Clothing,Germany,Köln,Lundenhagen Boots,Men's Footwear,40,26.29,0,22.12,SafeAndFast,549.79
10685,2017,Qtr 2,June,25,Paintho da Gama,Brazil,Campinas,Duck Shirt,Baby Clothes,4,9.21,0,7.28,SafeAndFast,393.71
10685,2017,Qtr 2,June,25,Paintho da Gama,Brazil,Campinas,Lundenhagen Boots,Men's Footwear,15,25.02,0,22.12,SafeAndFast,393.71
10685,2017,Qtr 2,June,25,Paintho da Gama,Brazil,Campinas,Sapporoo Gloves,Baby Clothes,20,7.53,0,6.2,SafeAndFast,393.71
10686,2017,Qtr 2,April,26,Extrawagens,Austria,Salzburg,Bike Helmet,Sportswear,15,29.55,0,26.13,Quik Shipping,1085.16
10686,2017,Qtr 2,April,26,Extrawagens,Austria,Salzburg,TieBreak Tennis shoes,Men's Footwear,30,22.6,0.200000003,19.35,Quik Shipping,1085.16
10687,2017,Qtr 2,April,26,Boleros,Ireland,Cork,Davenport Shoes,Men's Footwear,10,132.12,0,100.74,SafeAndFast,2544.25
10687,2017,Qtr 2,April,26,Boleros,Ireland,Cork,Fuji Boots,Men's Footwear,50,41.17,0.25,32.9,SafeAndFast,2544.25
10687,2017,Qtr 2,April,26,Boleros,Ireland,Cork,Mehmet-Tröja,Baby Clothes,6,7.74,0.25,6.45,SafeAndFast,2544.25
10688,2016,Qtr 4,November,25,Stephanies,Sweden,Stockholm,Baywatch Swimsuit,Swimwear,14,7.99,0,6.76,SafeAndFast,154.15
10688,2016,Qtr 4,November,25,Stephanies,Sweden,Stockholm,RDL Suit,Children's Clothes,60,43.28,0.100000001,36.81,SafeAndFast,154.15
10688,2016,Qtr 4,November,25,Stephanies,Sweden,Stockholm,Sapporoo Gloves,Baby Clothes,18,7.08,0.100000001,6.2,SafeAndFast,154.15
10689,2016,Qtr 4,November,25,Urras Shop,Sweden,Luleå,Lenin Jeansshorts,Men's Clothes,35,18.38,0.25,15.37,SafeAndFast,811.68
10690,2017,Qtr 2,April,28,El Carnevale,Brazil,Rio de Janeiro,Slip-on Shoes,Women's Footwear,20,41.05,0.25,34.17,SafeAndFast,825.07
10690,2017,Qtr 2,April,28,El Carnevale,Brazil,Rio de Janeiro,Wrap Skirt,Women's Clothes,30,13.4,0.25,10.95,SafeAndFast,825.07
10691,2017,Qtr 1,January,27,Grunewald,Germany,Cunewalde,Davenport Shoes,Men's Footwear,40,120.62,0,100.74,SafeAndFast,1774.84
10691,2017,Qtr 1,January,27,Grunewald,Germany,Cunewalde,Lace Shoes,Sportswear,48,27.63,0,25.39,SafeAndFast,1774.84
